License Number,License Type,Business Name,DBA Name,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,License Status
26-6z59J-SHMO,Mold Assessment Contractor License (SH125),Professional Mold Inspections LLC,,6 Stalker Lane,,East Setauket,NY,11733,6313794594,04/08/2026,04/30/2028,Active
26-6ZXPS-SHMO,Mold Assessment Contractor License (SH125),"Professional Service Industries, Inc",,17 British American Boulevard,,Latham,NY,12110,5183779841,07/21/2026,07/31/2028,Active
26-6ZPV8-SHMO,Mold Remediation Contractor License (SH126),Property Care & Enhancements INC,Disaster Relief,3515 Brown Street,,Collins,NY,14034,7165607525,03/11/2026,03/31/2028,Active
26-6ACQE-SHMO,Mold Assessment Contractor License (SH125),Property Insights LLC,,6 Greenwood St,,Rochester,NY,14608,9175105256,04/29/2026,04/30/2028,Active
24-6A7PB-SHMO,Mold Remediation Contractor License (SH126),"Property Services of WNY, Inc.",,2475 Niagara Falls Blvd,,Amherst,NY,14228,7165722456,08/06/2024,07/31/2026,Expired
26-661PX-SHMO,Mold Assessment Contractor License (SH125),Provision General Contracting Inc.,,11 glenmore ave,,brentwood,NY,11717,6317159158,04/08/2026,04/30/2028,Active
25-67E7A-SHMO,Mold Assessment Contractor License (SH125),Pure Environmental Inc,,9201 4th Ave Ste 200A,,BROOKLYN,NY,11209,6787562110,11/13/2025,11/30/2027,Active
24-63STG-SHMO,Mold Assessment Contractor License (SH125),Pyramid Safety & Health Solutions Inc.,,89-31 161st Street,Suite 805,Jamaica,NY,11432,3474950728,11/18/2024,11/30/2026,Active
00176,Mold Remediation Contractor License (SH126),Quality Air Care Cleaning Services LLC,,po box 972,,EAST HAMPTON,NY,11937,,12/21/2015,01/31/2024,Expired
24-648BS-SHMO,Mold Assessment Contractor License (SH125),"Quality Environmental Solutions & Technologies, Inc.",,1376 Route 9,,WAPPINGERS FALLS,NY,12590,8452986031,12/26/2024,12/31/2026,Active
23-6UFHA-SHMO,Mold Assessment Contractor License (SH125),Qualtek Testing Group LLC,,241 Merrill Rd,,Homer,NY,13077,3153294271,07/17/2023,07/31/2025,Expired
24-6ZUVU-SHMO,Mold Remediation Contractor License (SH126),Quick Construction Inc.,,24 Ithaca Road,,Candor,NY,13743,6072273637,03/29/2024,03/31/2026,Expired
24-6ANLZ-SHMO,Mold Assessment Contractor License (SH125),"R&D Environment And Restoration, Inc.",,240 E 86th Street,,New York,NY,10028,9176911594,05/08/2024,05/31/2026,Expired
00902,Mold Remediation Contractor License (SH126),"R. Rimualdo Enterprises, Inc.",,10 Commerce Park Dr,,WILTON,NY,12831,5183015514,11/15/2016,06/30/2024,Expired
25-6HZSA-SHMO,Mold Remediation Contractor License (SH126),RDR GENERAL CONSTRUCTION CORP,,561 WEST 141ST STREET,APT. 79,NEW YORK,NY,10031,9177956392,09/23/2025,09/30/2027,Active
26-6ZVXE-SHMO,Mold Remediation Contractor License (SH126),REO lead Solutions LLC,,2701 Webb Ave,ST6,Bronx,NY,10468,3476074315,03/17/2026,03/31/2028,Active
23-6L4CG-SHMO,Mold Remediation Contractor License (SH126),RICI Corp.,,46 Hobart Place,,Garfield,NJ,07026,9736141266,11/27/2023,11/30/2025,Expired
25-6HL39-SHMO,Mold Assessment Contractor License (SH125),ROBIN HOME INSPECTION INC,,475 ROSSWAY ROAD,,PLEASANT VALLEY,NY,12569,9144567718,09/11/2025,09/30/2027,Active
25-65A6L-SHMO,Mold Remediation Contractor License (SH126),ROUTE 66 NY CORP.,,1775 Mansion St,,Bronx,NY,10460,7183004264,05/30/2025,05/31/2027,Active
23-6TKB4-SHMO,Mold Remediation Contractor License (SH126),RRR Brooklyn Corp.,,580 Mayfair Dr. South,,Brooklyn,NY,11234,7184198285,04/25/2023,04/25/2025,Expired
24-64YKR-SHMO,Mold Assessment Contractor License (SH125),RSK Environmental LLC,,"3611 14th Avenue, Suite 551",,Brooklyn,NY,11218,7184365500,12/12/2024,12/31/2026,Active
25-64SBA-SHMO,Mold Remediation Contractor License (SH126),Radford Management inc.,Radford Restoration,45 Adlers Lane,,Staten ISland,NY,10307,6465297351,02/06/2025,02/28/2027,Active
24-63LKZ-SHMO,Mold Remediation Contractor License (SH126),Rainier Restoration LLC,,"980 6th Ave, 2nd fl",,NEW YORK,NY,10018,6465596649,11/08/2024,11/30/2026,Active
24-6ZJO8-SHMO,Mold Assessment Contractor License (SH125),Rapid Dry LLC,,448 Hickory Street,,Kearny,NJ,07032,2016204877,03/08/2024,03/31/2026,Expired
25-6H57C-SHMO,Mold Assessment Contractor License (SH125),Rapid Restore Water & Mold Remediation Inc,,3602 Quentin Rd,,broolyn,NY,11234,3472477464,10/07/2025,10/31/2027,Active
00659,Mold Assessment Contractor License (SH125),Raymond A Matejunas III,Grade A Certified Inspections,5021 Express Drive North,,RONKONKOMA,NY,11779,6317866927,04/26/2016,04/30/2024,Expired
25-6559A-SHMO,Mold Remediation Contractor License (SH126),Raza Environmental Inc.,,1767 Central Park Ave,,Yonkers,NY,10708,3477341865,06/10/2025,06/30/2027,Active
24-63T4K-SHMO,Mold Assessment Contractor License (SH125),Reality Home Inspections LLC,A-Tech Inspection Services,76 Bonney Court,,MONROE,NY,10950,9146108224,10/29/2024,11/30/2026,Active
24-6ZE9D-SHMO,Mold Remediation Contractor License (SH126),"Recovery Pros, Inc.",,9-19 38th Ave,,Long Island City,NY,11101,2122928716,03/07/2024,03/31/2026,Expired
26-6I78X-SHMO,Mold Remediation Contractor License (SH126),Refined Restoration LLC,The Mold Chick,37 Stonewood Ave,,Rochester,NY,14612,5854414495,01/20/2026,01/31/2028,Active
26-675OS-SHMO,Mold Assessment Contractor License (SH125),Remedify Corporation,,220 Marine Avenue,,Brooklyn,NY,11209,5189172522,01/22/2026,01/31/2028,Active
23-6T86C-SHMO,Mold Assessment Contractor License (SH125),"Renaissance Inspection Services, LLC",,27 Van Buren St,,Albany,NY,12206,5189925311,04/13/2023,04/30/2025,Expired
00371,Mold Remediation Contractor License (SH126),"Renu Contracting & Restoration, Inc.",,1215 Sunrise Highway,,Copiague,NY,11726,6316833905,02/16/2016,06/30/2024,Expired
25-6UMUA-SHMO,Mold Assessment Contractor License (SH125),Residensafe Inspection Services LLC,,PO Box 106,,GILBOA,NY,12076,6075887394,07/24/2025,08/31/2027,Active
25-6tqkm-shmo,Mold Remediation Contractor License (SH126),"Restoration Plus of CNY, LLC",PuroClean of Syracuse North,250 Commerce Blvd,,Liverpool,NY,13088,3157157412,01/22/2025,01/31/2027,Active
26-6SVR3-SHMO,Mold Remediation Contractor License (SH126),Restoration Services of Southwest Brooklyn LLC,Servpro of Southwest Brooklyn,3090 Route 112,,Medford,NY,11763,6314767500,02/04/2026,02/29/2028,Active
25-64TZB-SHMO,Mold Remediation Contractor License (SH126),Restore 365 Inc,SERVPRO of Greater Smithtown,106 Lake Avenue South,Unit 3,Nesconset,NY,11767,6312659200,01/24/2025,01/31/2027,Active
24-63QLC-SHMO,Mold Assessment Contractor License (SH125),Revamp Cleaning Solutions L.L.C.,,1418 Zerega Ave,Apt 3B,Bronx,NY,10462,3473749070,10/15/2024,10/31/2026,Active
26-66J1C-SHMO,Mold Remediation Contractor License (SH126),Rezy Save NY LLC,,395 County Road 39A,STE 6,Southampton,NY,11968,6312036102,03/11/2026,03/31/2028,Active
23-6TC1I-SHMO,Mold Assessment Contractor License (SH125),Right Price General Construction Corp.,,3950 DeReimer Avenue,,Bronx,NY,10466,7182924064,05/11/2023,03/31/2024,Expired
25-6UTFU-SHMO,Mold Remediation Contractor License (SH126),Ripple Restoration LLC,SERVPRO of Corona,65-22 Fresh Meadow Lane,,Fresh Meadows,NY,11365,9144692839,06/09/2025,06/30/2027,Active
26-69XLP-SHMO,Mold Remediation Contractor License (SH126),Riverbay Corporation,,2049 Bartow Ave,Suite 24,Bronx,NY,10475,7183203300,07/15/2026,07/31/2028,Active
01715,Mold Assessment Contractor License (SH125),Rochester Environmental Assessment LLC,,PO Box 25594,,ROCHESTER,NY,14625,5854553519,03/25/2022,03/31/2024,Expired
24-6SBZC-SHMO,Mold Remediation Contractor License (SH126),"Rock Emergency Services, Inc.",,69 Seneca Ave,,Rochester,NY,14621,5857038811,01/26/2024,01/31/2026,Expired
26-6I9PY-SHMO,Mold Assessment Contractor License (SH125),Rockland BOCES,,65 Parrott Road,,West Nyack,NY,10994,8456274764,02/26/2026,02/29/2028,Active
25-6LJXB-SHMO,Mold Assessment Contractor License (SH125),"Rome Environmental Solutions & Testing, LLC",,8041 River Road,,Rome,NY,13440,3157947946,11/20/2025,10/31/2027,Active
24-631QU-SHMO,Mold Remediation Contractor License (SH126),Roslyn Mold Contractors LLC,,19 Marwill Place,,Roslyn Heights,NY,11577,5164911601,10/31/2024,10/31/2026,Active
24-63ZK3-SHMO,Mold Assessment Contractor License (SH125),"Roux Environmental Engineering & Geology, D.P.C.",,209 Shafter Street,,Islandia,NY,11749,6312322600,11/19/2024,01/31/2027,Active
26-6ZZVI-SHMO,Mold Assessment Contractor License (SH125),"S.A. Barcia Inspections, LLC",,341 Park St,,Hackensack,NJ,07601,2014870158,04/07/2026,04/30/2028,Active
26-6ZHYP-SHMO,Mold Assessment Contractor License (SH125),"SAI ENVIRONMENTAL CONSULTANTS, INC",,"3702 Astoria Blvd South, Ste#202",,Astoria,NY,11103,7182040100,04/13/2026,04/30/2028,Active
25-6UXZN-SHMO,Mold Assessment Contractor License (SH125),SBG Environmental Corp,,515 Crown St,,BROOKLYN,NY,11213,3474611130,10/17/2025,10/31/2027,Active
24-6AUP3-SHMO,Mold Remediation Contractor License (SH126),SHANNON ABATEMENT INC,,14 HIGH RIDGE RD,,STONY POINT,NY,10980,8456421351,06/27/2024,08/31/2026,Expired
25-6453J-SHMO,Mold Remediation Contractor License (SH126),SIBS Mechanical LLC,SIBS Mechanical,105 Healy Ave,,Inwood,NY,11096,9294486323,02/25/2025,02/28/2027,Active
01766,Mold Assessment Contractor License (SH125),SKM Northeast Inc.,,38-28th 30th Street,,LONG ISLAND CITY,NY,11101,7188779278,08/17/2022,08/31/2024,Expired
25-6TCU4-SHMO,Mold Assessment Contractor License (SH125),SONIC HOME INSPECTIONS INC.,,12 WATERGATE DR,,AMAWALK,NY,10501,9142556510,01/09/2025,03/31/2027,Active
26-66L3I-SHMO,Mold Remediation Contractor License (SH126),SPRINT CONSTRUCTION INC.,,569 Nostrand Ave,,Brooklyn,NY,11216,9177315700,04/16/2026,04/30/2028,Active
24-63SG3-SHMO,Mold Remediation Contractor License (SH126),STEAMWAY INC.,,107-1 RUSTIC RD,,CENTEREACH,NY,11720,6314338209,11/15/2024,10/31/2026,Active
25-65COU-SHMO,Mold Remediation Contractor License (SH126),SW JD Inc,,2320 Milton Avenue,,Syracuse,NY,13209,5162082214,04/14/2025,04/30/2027,Active
25-67EH8-SHMO,Mold Assessment Contractor License (SH125),SafeHome Mold Services LLC,,305 West Gates ave,,Lindenhurst,NY,11757,6312755084,11/13/2025,11/30/2027,Active
25-64P5N-SHMO,Mold Assessment Contractor License (SH125),Sage Builders Syndicate Inc.,,12 Little Neck Rd.,101,centerport,NY,11721,8609083284,01/13/2025,01/31/2027,Active
25-61GAF-SHMO,Mold Assessment Contractor License (SH125),"Salvus Group, LLC",,31 E 32th St suite 906,,NEW YORK,NY,10016,9175616831,08/19/2025,08/31/2027,Active
25-6UTFO-SHMO,Mold Remediation Contractor License (SH126),Sandy's Environmental Services LLC,Sandy's Environmental Services LLC,280 Longstreet Ave,#5A,Bronx,NY,10465,9173108823,12/02/2025,12/31/2027,Active
25-6H17O-SHMO,Mold Assessment Contractor License (SH125),Sav-On Sewer & Drain Inc.,,67 John Street,,Babylon,NY,11702,6318420452,09/04/2025,09/30/2027,Active
26-66R13-SHMO,Mold Remediation Contractor License (SH126),Seemly Environmental Services,,3150 ROCHAMBEAU AVE,APT L9,BRONX,NY,10467,6466279582,02/24/2026,02/29/2028,Active
23-6UXFA-SHMO,Mold Assessment Contractor License (SH125),Serenity Home Inspections LLC,,3157 Lone Pine Road,,Schenectady,NY,12303,5184483598,08/21/2023,08/31/2025,Expired
00290,Mold Remediation Contractor License (SH126),"Servpro of Oakdale/North Bay Shore, LLC",ServPro,3090 Route 112,,MEDFORD,NY,11763,6317324850,01/29/2016,01/31/2024,Expired
24-6ZU84-SHMO,Mold Assessment Contractor License (SH125),Sevens Inspection Services Inc.,,1324 Forest Ave,Suite 170,Staten Island,NY,10302,9175599158,03/29/2024,03/31/2026,Expired
24-63HYF-SHMO,Mold Remediation Contractor License (SH126),Sheri & William D Osborne,Redeeming Restoration,185 Redeeming Lane,,Holland Patent,NY,13354,3153356235,12/04/2024,06/30/2026,Expired
24-6AQH5-SHMO,Mold Remediation Contractor License (SH126),Shirley Contracting Corp,,45-11 82nd St Apt 2D,,ELMHURST,NY,11373,3476068857,06/13/2024,05/31/2026,Expired
26-6Z8RB-SHMO,Mold Remediation Contractor License (SH126),"Signal USA, LLC",,2490 Industrial Row Dr.,,Troy,MI,48084,2482886300,05/01/2026,05/31/2028,Active
26-674A6-SHMO,Mold Remediation Contractor License (SH126),"Simco Enterprises, Corp.",,224-29 Davenport Ave,,Queens Village,NY,11428,7184643200,01/20/2026,01/31/2028,Active
25-649A8-SHMO,Mold Assessment Contractor License (SH125),Simon Hometech Inc.,,Post Office Box 630143,,Little Neck,NY,11363,7184469698,03/07/2025,03/31/2027,Active
01699,Mold Assessment Contractor License (SH125),Sinclair Inspection Service LLC,,38 Dunwoodie Dr,,KINGSTON,NY,12401,8452352894,02/18/2022,02/28/2024,Expired
25-67GZS-SHMO,Mold Remediation Contractor License (SH126),Smart Construction Technologies Corp.,,109 Winham Ave.,,Staten Island,NY,10306,3472726671,11/06/2025,11/30/2027,Active
23-6TM18-SHMO,Mold Remediation Contractor License (SH126),"Smj Homes, Inc",,33 Reynwood Dr,,BREWSTER,NY,10509,6465330113,05/03/2023,04/30/2025,Expired
25-6HLZH-SHMO,Mold Remediation Contractor License (SH126),Sotir Cleaning Services Inc.,,33 Prospect Street,,Roosevelt,NY,11575,2016585351,09/11/2025,09/30/2027,Active
24-63SY7-SHMO,Mold Assessment Contractor License (SH125),"South Bronx Restoration, LLC",,9 W Oak Hill Drive,,Oyster Bay,NY,11771,5163849967,11/15/2024,11/30/2026,Active
26-691AZ-SHMO,Mold Remediation Contractor License (SH126),Spartan Environmental Corp.,,670 Maple St,,Rochester,NY,14611,5857941095,07/28/2026,07/31/2028,Active
26-6I1OU-SHMO,Mold Assessment Contractor License (SH125),"Spectrum Environmental Associates, Inc.",,2539 Albany Street,,Schenectady,NY,12304,5183466374,01/15/2026,01/31/2028,Active
25-65CHG-SHMO,Mold Assessment Contractor License (SH125),Sponable Enterprises LLC,Granite Peaks Home Inspections,10 Leander Ln,,Morrisonville,NY,12962,5182239920,04/15/2025,04/30/2027,Active
26-6ACK6-SHMO,Mold Assessment Contractor License (SH125),Staring's Visual Inspection Professionals L.L.C.,,17 E Glenwood Dr,,Latham,NY,12110,5189613082,05/13/2026,05/31/2028,Active
24-63C9Z-SHMO,Mold Assessment Contractor License (SH125),Step By Step Inspections LLC,,300 Great Oaks Blvd,Suite 300,Albany,NY,12203,5183301719,10/08/2024,10/31/2026,Active
25-6L73S-SHMO,Mold Remediation Contractor License (SH126),"Stern Environmental Group, LLC",Stern Mold,30 Seaview Drive,,SECAUCUS,NJ,07094,2013199620,12/11/2025,12/31/2027,Active
01805,Mold Assessment Contractor License (SH125),"Stohl Environmental, LLC",,3860 California Road,,ORCHARD PARK,NY,14127,7163120070,11/03/2022,10/31/2024,Expired
23-6LLOO-SHMO,Mold Assessment Contractor License (SH125),Strong Home Improvements LLC,,15 Meadowbrook Drive,,Ossining,NY,10562,9143567186,11/15/2023,11/30/2025,Expired
26-6I7EJ-SHMO,Mold Remediation Contractor License (SH126),"Sullivan Contracting, Inc.",,9362 Paris Hill Road,,Sauquoit,NY,13456,3157373827,04/08/2026,04/30/2028,Active
24-63O59-SHMO,Mold Remediation Contractor License (SH126),Sun Environmental Corp.,,4655 Crossroads Park Drive,,Liverpool,NY,13088,3152186995,10/23/2024,12/31/2026,Active
25-6UOPU-SHMO,Mold Remediation Contractor License (SH126),Sunstream Corporation,,6 Spring Forest Ave,,BINGHAMTON,NY,13905,6077244400,10/31/2025,10/31/2027,Active
24-6A4DJ-SHMO,Mold Assessment Contractor License (SH125),Superior Home Inspections,,38 Lambton Cir,,ROCHESTER,NY,14626,5852590681,07/24/2024,04/30/2026,Expired
01703,Mold Assessment Contractor License (SH125),"Supra Inspections, LLC",,238 Archer Rd,,MAHOPAC,NY,10541,9149796641,02/23/2022,02/28/2024,Expired
26-6Z8RZ-SHMO,Mold Remediation Contractor License (SH126),Synatech Inc.,,1432 Route 539,Unit 2,Little Egg Harbor,NJ,08087,6092966916,03/11/2026,03/31/2028,Active
25-61C55-SHMO,Mold Remediation Contractor License (SH126),"T.J. Bell Environmental, Inc.",,203 Sheer Road,,AVERILL PARK,NY,12018,5183390060,11/24/2025,12/31/2027,Active
26-66JX5-SHMO,Mold Remediation Contractor License (SH126),TBP ENVIRONMENTAL LLC,,95 Champlain St,,Albany,NY,12204,5183003998,03/11/2026,03/31/2028,Active
25-658N5-SHMO,Mold Assessment Contractor License (SH125),TFW Partners Corp.,,130-18 133RD AVENUE,,South Ozone Park,NY,11420,6464696923,03/28/2025,03/31/2027,Active
00932,Mold Assessment Contractor License (SH125),THE DELAWARE VERTEX COMPANIES,,400 Libbey Parkway,,Weymouth,MA,02189,7819526000,09/28/2016,04/30/2025,Expired
24-6Z6AI-SHMO,Mold Remediation Contractor License (SH126),"TMC Restoration of Syracuse, New York, LLC",,"210 Wolf St, Ste 101",,SYRACUSE,NY,13208,3159133100,04/29/2024,05/31/2026,Expired
01447,Mold Assessment Contractor License (SH125),TRC Environmental Corporation,,"1430 Broadway, Fl 10",,NEW YORK,NY,10018,2122217822,11/22/2019,11/30/2024,Expired
26-6Z19Q-SHMO,Mold Remediation Contractor License (SH126),TRU TEK CONSTRUCTION ADN RESTORATION INC,,3300 Merrick Road,,Wantagh,NY,11793,5167852261,03/11/2026,03/31/2028,Active
25-65N7T-SHMO,Mold Assessment Contractor License (SH125),"TURA HOME INSPECTIONS, LLC",,1443 woolworth street,,Elmont,NY,11003,3472569674,03/17/2025,03/31/2027,Active
25-6H893-SHMO,Mold Assessment Contractor License (SH125),Tait Abate Mold Elimination LLC,,20 Canterbury Court,,Staten Island,NY,10309,7186120366,07/22/2025,07/31/2027,Active
25-6IOZT-SHMO,Mold Remediation Contractor License (SH126),Team C.O.L Management Inc,,3333 Henry Hudson Pkwy Ste,,BRONX,NY,10463,6465787619,06/25/2025,06/30/2027,Active
26-6ZZS4-SHMO,Mold Assessment Contractor License (SH125),TechClean Industries,,145Comac Street,,Ronkonkoma,NY,11779,6314549595,04/16/2026,04/30/2028,Active
26-6ANC6-SHMO,Mold Remediation Contractor License (SH126),Testor Technology Environmental Services Inc.,,10-59 Jackson Avenue,,Long Island City,NY,11101,9295000106,06/02/2026,06/30/2028,Active
24-63GAK-SHMO,Mold Remediation Contractor License (SH126),"The Asbestos Contractor, Inc.",,20 Brick Court,Suite D,Staten Island,NY,10309,7186082290,09/13/2024,10/31/2026,Active
25-6ICUD-SHMO,Mold Assessment Contractor License (SH125),"The Heights Management Company, LLC",,369 East 62 Street,,New York,NY,10065,2123171423,12/02/2025,12/31/2027,Active
25-6UOYZ-SHMO,Mold Remediation Contractor License (SH126),The Puma Home Repair & Painting Corp.,,3734 Laconia Ave Apt #1,,BRONX,NY,10469,6462106292,09/17/2025,09/30/2027,Active
26-66G3H-SHMO,Mold Remediation Contractor License (SH126),"The Skinkle Group, Inc.",Skinkle Construction Group / Resque Property Restoration,636 Plank Rd,Suite 200,Clifton Park,NY,12065,5185272410,03/03/2026,03/31/2028,Active
25-6LVDS-SHMO,Mold Assessment Contractor License (SH125),Thomas M Callahan,TC Inspections,1 Knolls Dr,,QUEENSBURY,NY,12804,5188329750,10/27/2025,10/31/2027,Active
26-69XLJ-SHMO,Mold Remediation Contractor License (SH126),Timars Flow Construction Corp,,2 Fawnhill Run,,Kinnelon,NJ,07405,8622430550,07/15/2026,07/31/2028,Active
24-63EDF-SHMO,Mold Remediation Contractor License (SH126),"Titanium Laboratories, Inc.",,249 Satterthwaite Ave,,Nutley,NJ,07110,8777848264,09/18/2024,09/30/2026,Active
25-65Z61-SHMO,Mold Remediation Contractor License (SH126),Top Home Inspection Services LLC,,2022 E 21st St,,Brooklyn,NY,11229,7189388900,05/27/2025,05/31/2027,Active
25-644CY-SHMO,Mold Assessment Contractor License (SH125),"Top To Bottom Home Inspections, LLC",,"711 Shore Road, Apt #3N",,LONG BEACH,NY,11561,5167763785,02/20/2025,02/28/2027,Active
25-6LQD8-SHMO,Mold Assessment Contractor License (SH125),"Total Environmental Associates, Inc.",,"55 West 38th St, 3rd Fl",,NEW YORK,NY,10018,,11/10/2025,11/30/2027,Active
24-63NE8-SHMO,Mold Assessment Contractor License (SH125),Total Mold Assessment And Remediation Corp.,,8808 Cooper Ave,,Glendale,NY,11385,3476534309,08/27/2024,08/31/2026,Expired
26-6Z7QY-SHMO,Mold Assessment Contractor License (SH125),Totaleco Building Consultants Inc.,,25 Coldspring Court,,Staten Island,NY,10304,6468956050,02/20/2026,02/29/2028,Active
01522,Mold Assessment Contractor License (SH125),Tradeseal Corp,Exitmold,421 Oakland Ave,,CEDARHURST,NY,11516,9172939598,06/18/2020,07/31/2024,Expired
01266,Mold Remediation Contractor License (SH126),Tri County Mold Busters LLC,,PO BOX 505,,JEFFERSONVILLE,NY,12748,8458661326,10/23/2018,10/31/2024,Expired
